"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Kharuk V.I.; Petrov I.A.; Im S.T.; Golyukov A.S.; Dvinskaya M.L.; Shushpanov A.S.; Savchenko A.P.; Temerova V.L.","Kharuk, Viacheslav I. (7003630909); Petrov, Il’ya A. (55855299300); Im, Sergei T. (7201624920); Golyukov, Alexey S. (57004921500); Dvinskaya, Maria L. (8977139600); Shushpanov, Alexander S. (57189026973); Savchenko, Alexander P. (57200826224); Temerova, Victoria L. (58182505100)","7003630909; 55855299300; 7201624920; 57004921500; 8977139600; 57189026973; 57200826224; 58182505100","Subarctic Vegetation under the Mixed Warming and Air Pollution Influence","2023","Forests","14","3","615","","","","9","10.3390/f14030615","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152435039&doi=10.3390%2ff14030615&partnerID=40&md5=51c1f23bebfc7182bd2784c58b54c7a4","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85152435039"
"Ogaki Y.; Tomita M.; Hirayama H.; Hirabuki Y.","Ogaki, Yamato (59000727300); Tomita, Mizuki (7402964250); Hirayama, Hidetake (57190378087); Hirabuki, Yoshihiko (6507755831)","59000727300; 7402964250; 57190378087; 6507755831","COMPARISONS OF THE CROWN NDVI AND HEIGHT GROWTH OF PINES BETWEEN THE PRESERVED AND LAND ELEVATION AREAS USING UAV REMOTE SENSING","2023","44th Asian Conference on Remote Sensing, ACRS 2023","","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191248337&partnerID=40&md5=e4c92a5a302e204d3a2f0a8cbdabfab3","Conference paper","Final","","Scopus","2-s2.0-85191248337"
"Gomes R.L.; Sousa M.C.; Campos F.G.; Boaro C.S.F.; de Souza Passos J.R.; Ferreira G.","Gomes, Rafaela Lanças (57224520143); Sousa, Marília Caixeta (55969329500); Campos, Felipe Girotto (56119236800); Boaro, Carmen Sílvia Fernandes (6506062003); de Souza Passos, José Raimundo (57216538365); Ferreira, Gisela (14044958800)","57224520143; 55969329500; 56119236800; 6506062003; 57216538365; 14044958800","Near-infrared leaf reflectance modeling of Annona emarginata seedlings for early detection of variations in nitrogen concentration","2023","Journal of Forestry Research","34","1","","269","282","13","2","10.1007/s11676-022-01557-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141680342&doi=10.1007%2fs11676-022-01557-3&partnerID=40&md5=2b6e295631b3c4d0edb118f892a9a78f","Article","Final","","Scopus","2-s2.0-85141680342"
"Irawan A.M.; Vall-Llossera M.; Lopez-Martinez C.; Camps A.; Chaparro D.; Portal G.; Pablos M.; Alonso-Gonzalez A.","Irawan, Amir Mustofa (57208471901); Vall-Llossera, Merce (6602926234); Lopez-Martinez, Carlos (56036083300); Camps, Adriano (7005018006); Chaparro, David (56189450300); Portal, Gerard (57200602277); Pablos, Miriam (36612218800); Alonso-Gonzalez, Alberto (36719895400)","57208471901; 6602926234; 56036083300; 7005018006; 56189450300; 57200602277; 36612218800; 36719895400","Impact of Jet Stream Features on Forecast of Burned Areas in India Using Machine Learning During The South Asian Heatwave of 2022","2023","2023 IEEE India Geoscience and Remote Sensing Symposium, InGARSS 2023","","","","","","","0","10.1109/InGARSS59135.2023.10490432","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190957668&doi=10.1109%2fInGARSS59135.2023.10490432&partnerID=40&md5=edfbbd16059cf79380f39c5fec57080d","Conference paper","Final","","Scopus","2-s2.0-85190957668"
"Pasquariello P.; Masiello G.; Serio C.; Mastro P.; Liuzzi G.; Rocca F.D.; De Feis I.","Pasquariello, Pamela (57219536969); Masiello, Guido (55902566200); Serio, Carmine (57191367079); Mastro, Pietro (57200604308); Liuzzi, Giuliano (55932259200); Rocca, Fabio Della (57210381713); De Feis, Italia (6603084175)","57219536969; 55902566200; 57191367079; 57200604308; 55932259200; 57210381713; 6603084175","Innovative remote-sensed thermodynamical indices to identify vegetation stress and surface dryness: Application to southern Italy over the last decade","2023","Proceedings of SPIE - The International Society for Optical Engineering","12730","","127300D","","","","3","10.1117/12.2679724","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180004194&doi=10.1117%2f12.2679724&partnerID=40&md5=090cce017b2782ee9f19c467e8216351","Conference paper","Final","","Scopus","2-s2.0-85180004194"
"Wang C.; Li K.; Wang Y.","Wang, Chao (59447886500); Li, Kaiming (55449632300); Wang, Ying (56769498000)","59447886500; 55449632300; 56769498000","Estimating the spatial distribution of soil organic carbon and soil total nitrogen concentrations by remote sensing methods: a case study in a forest-dominated Alpine Watershed, Western China","2023","Journal of Forest Research","28","5","","324","332","8","1","10.1080/13416979.2023.2225240","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162035642&doi=10.1080%2f13416979.2023.2225240&partnerID=40&md5=dd7be2f7b5fc3f03538eb74cfa7620e7","Article","Final","","Scopus","2-s2.0-85162035642"
"Mamgain S.; Roy A.; Karnatak H.C.; Chauhan P.","Mamgain, Shailja (57742381600); Roy, Arijit (55255923500); Karnatak, Harish Chandra (22135067900); Chauhan, Prakash (58725413000)","57742381600; 55255923500; 22135067900; 58725413000","Satellite-based long-term spatiotemporal trends of wildfire in the Himalayan vegetation","2023","Natural Hazards","116","3","","3779","3796","17","9","10.1007/s11069-023-05835-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147559682&doi=10.1007%2fs11069-023-05835-z&partnerID=40&md5=1d6656c2cbff93f1d16d7e8b40bca455","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85147559682"
"Singh N.; Pradhan R.; Singh R.P.; Gupta P.K.","Singh, Nimisha (57211857474); Pradhan, Rohit (56448317700); Singh, Raghavendra P. (57207895917); Gupta, Praveen K. (55466544000)","57211857474; 56448317700; 57207895917; 55466544000","The role of continental evapotranspiration on water vapour isotopic variability in the troposphere","2023","Isotopes in Environmental and Health Studies","59","3","","248","268","20","3","10.1080/10256016.2023.2212834","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159813917&doi=10.1080%2f10256016.2023.2212834&partnerID=40&md5=d86df5b49202e668c83522a565d8c5ea","Article","Final","","Scopus","2-s2.0-85159813917"
"Mohieddinne H.; Brasseur B.; Gallet-Moron E.; Lenoir J.; Spicher F.; Kobaissi A.; Horen H.","Mohieddinne, Hamza (57210160956); Brasseur, Boris (36467927500); Gallet-Moron, Emilie (47561557800); Lenoir, Jonathan (24450618800); Spicher, Fabien (36708874500); Kobaissi, Ahmad (6504322055); Horen, Hélène (6507145613)","57210160956; 36467927500; 47561557800; 24450618800; 36708874500; 6504322055; 6507145613","Assessment of soil compaction and rutting in managed forests through an airborne LiDAR technique","2023","Land Degradation and Development","34","5","","1558","1569","11","7","10.1002/ldr.4553","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144110077&doi=10.1002%2fldr.4553&partnerID=40&md5=8780e4cc053be7b9eb3c251de1067fab","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85144110077"
"Han Y.; Ge H.; Xu Y.; Zhuang L.; Wang F.; Gu Q.; Li X.","Han, Yang (35193960600); Ge, Huitian (57907081400); Xu, Yaping (57200857300); Zhuang, Lijuan (58277164500); Wang, Feiyu (58278530800); Gu, Qianyi (57397299400); Li, Xiaojie (56681754200)","35193960600; 57907081400; 57200857300; 58277164500; 58278530800; 57397299400; 56681754200","Estimating Soil Salinity Using Multiple Spectral Indexes and Machine Learning Algorithm in Songnen Plain, China","2023","IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing","16","","","7041","7050","9","12","10.1109/JSTARS.2023.3274579","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159800279&doi=10.1109%2fJSTARS.2023.3274579&partnerID=40&md5=0637b6bf17db3c8a38b00626dc6fd4f8","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85159800279"
"Jeong J.; Tsang L.; Colliander A.; Yueh S.","Jeong, Jongwoo (57926599200); Tsang, Leung (7103290950); Colliander, Andreas (55925388300); Yueh, Simon (7004444029)","57926599200; 7103290950; 55925388300; 7004444029","Full-Wave Electromagnetic Simulations of Forests at L-Band by Using Fast Hybrid Method","2023","Progress in Electromagnetics Research","178","","","111","127","16","6","10.2528/PIER23082204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181726887&doi=10.2528%2fPIER23082204&partnerID=40&md5=4cd06c4db8459b2941406c9b1cf4faed","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85181726887"
"Dai J.; Zhu L.; Walker J.","Dai, Junjie (58751205900); Zhu, Liujun (55965436800); Walker, Jeffrey (55556606100)","58751205900; 55965436800; 55556606100","Machine Learning Methods for 1 km Soil Moisture Retrieval from Sentinel-1: An Evaluation with Limited Training Samples","2023","Proceedings of the IEEE Radar Conference","","","","","","","0","10.1109/RADAR54928.2023.10371043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182744200&doi=10.1109%2fRADAR54928.2023.10371043&partnerID=40&md5=9d3d2c6b8c13ab7930bbb469d8074522","Conference paper","Final","","Scopus","2-s2.0-85182744200"
"Yahia O.; Ghabi M.; Karoui M.S.","Yahia, Oualid (57207874590); Ghabi, Mohammed (57208259794); Karoui, Moussa Sofiane (15750871100)","57207874590; 57208259794; 15750871100","The Prediction of Regional Wildfire Risk Using High-Resolution Remotely Sensed Soil Moisture Content Estimation, Case Study: Sidi Douma Forest, Saida, Algeria","2023","International Geoscience and Remote Sensing Symposium (IGARSS)","2023-July","","","3387","3390","3","0","10.1109/IGARSS52108.2023.10281986","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178336589&doi=10.1109%2fIGARSS52108.2023.10281986&partnerID=40&md5=2378f218f9b1f949638fe18ecbbba592","Conference paper","Final","","Scopus","2-s2.0-85178336589"
"Hanes C.C.; Wotton M.; Bourgeau-Chavez L.; Woolford D.G.; Belair S.; Martell D.; Flannigan M.D.","Hanes, Chelene C. (57194505923); Wotton, Mike (35613178000); Bourgeau-Chavez, Laura (57203110153); Woolford, Douglas G. (9337992700); Belair, Stephane (56009810800); Martell, David (7004910954); Flannigan, Mike D. (7003528684)","57194505923; 35613178000; 57203110153; 9337992700; 56009810800; 7004910954; 7003528684","Evaluation of new methods for drought estimation in the Canadian Forest Fire Danger Rating System","2023","International Journal of Wildland Fire","32","6","","836","853","17","5","10.1071/WF22112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164369100&doi=10.1071%2fWF22112&partnerID=40&md5=1a3c7d1c4a9b95b8fe941d59eac64a27","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85164369100"
"Dahan K.S.; Kasei R.A.; Husseini R.; Said M.Y.; Rahman M.","Dahan, Kueshi Sémanou (58063099900); Kasei, Raymond Abudu (35194036300); Husseini, Rikiatu (54891375900); Said, Mohammed Y. (15745984700); Rahman, Md.Mijanur (57837076200)","58063099900; 35194036300; 54891375900; 15745984700; 57837076200","Towards understanding the environmental and climatic changes and its contribution to the spread of wildfires in Ghana using remote sensing tools and machine learning (Google Earth Engine)","2023","International Journal of Digital Earth","16","1","","1300","1331","31","13","10.1080/17538947.2023.2197263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153088784&doi=10.1080%2f17538947.2023.2197263&partnerID=40&md5=9f1aa32215a66cbb2abaadc6c04f07e7","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85153088784"
"Mehta D.; Hadvani J.; Kanthariya D.; Sonawala P.","Mehta, Darshan (57209501351); Hadvani, Janvi (58536589200); Kanthariya, Devanshi (58536589300); Sonawala, Prachi (58536597900)","57209501351; 58536589200; 58536589300; 58536597900","Effect of land use land cover change on runoff characteristics using curve number: a GIS and remote sensing approach","2023","International Journal of Hydrology Science and Technology","16","1","","1","16","15","18","10.1504/IJHST.2023.131824","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167947351&doi=10.1504%2fIJHST.2023.131824&partnerID=40&md5=5687eb0c20d36926b3f671f2b415cd6d","Article","Final","","Scopus","2-s2.0-85167947351"
"Jo H.-W.; Krasovskiy A.; Hong M.; Corning S.; Kim W.; Kraxner F.; Lee W.-K.","Jo, Hyun-Woo (57215433699); Krasovskiy, Andrey (7006752493); Hong, Mina (57211426760); Corning, Shelby (58140423200); Kim, Whijin (57352308700); Kraxner, Florian (7801416246); Lee, Woo-Kyun (14050751600)","57215433699; 7006752493; 57211426760; 58140423200; 57352308700; 7801416246; 14050751600","Modeling Historical and Future Forest Fires in South Korea: The FLAM Optimization Approach","2023","Remote Sensing","15","5","1446","","","","9","10.3390/rs15051446","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149972600&doi=10.3390%2frs15051446&partnerID=40&md5=f941d913b6a707b22c61153524fa633e","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85149972600"
"Kussul N.; Fedorov O.; Yailymov B.; Pidgorodetska L.; Kolos L.; Yailymova H.; Shelestov A.","Kussul, Nataliia (6602485938); Fedorov, Oleh (12780133600); Yailymov, Bohdan (56335387700); Pidgorodetska, Liudmyla (57209536574); Kolos, Liudmyla (25223087400); Yailymova, Hanna (57202424721); Shelestov, Andrii (6507365226)","6602485938; 12780133600; 56335387700; 57209536574; 25223087400; 57202424721; 6507365226","Fire Danger Assessment Using Moderate-Spatial Resolution Satellite Data","2023","Fire","6","2","72","","","","9","10.3390/fire6020072","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148706200&doi=10.3390%2ffire6020072&partnerID=40&md5=6d77f47bad4b862ee3269bbbcda8787a","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85148706200"
"Dwivedi R.; Biederman J.A.; Broxton P.D.; Lee K.; van Leeuwen W.J.D.","Dwivedi, Ravindra (57203780289); Biederman, Joel A. (55568274500); Broxton, Patrick D. (35085744800); Lee, Kangsan (57464210400); van Leeuwen, Willem J. D. (35612340000)","57203780289; 55568274500; 35085744800; 57464210400; 35612340000","Snowtography quantifies effects of forest cover on net water input to soil at sites with ephemeral or stable seasonal snowpack in Arizona, USA","2023","Ecohydrology","16","2","e2494","","","","6","10.1002/eco.2494","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141578743&doi=10.1002%2feco.2494&partnerID=40&md5=8c95eea69a14c0dd8eb0411ca6027e51","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85141578743"
"Wang X.; Zhang Z.; Lu S.; Zhen S.; Zhao H.; Yin Y.","Wang, Xin (57202370086); Zhang, Zhengxiang (55721897500); Lu, Shan (54965229800); Zhen, Shuo (57221711775); Zhao, Hang (57217084050); Yin, Yiwei (58120348700)","57202370086; 55721897500; 54965229800; 57221711775; 57217084050; 58120348700","Combining Microwave and Optical Remote Sensing to Characterize Global Vegetation Water Status","2023","IEEE Transactions on Geoscience and Remote Sensing","61","","5301719","","","","4","10.1109/TGRS.2023.3294948","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164796746&doi=10.1109%2fTGRS.2023.3294948&partnerID=40&md5=366cb1198ac6e004fca03e2f0884d324","Article","Final","","Scopus","2-s2.0-85164796746"
"Budhathoki A.; Prasad Gautam A.; Asheshwar Mandal R.","Budhathoki, Arati (58284782700); Prasad Gautam, Ambika (58284782800); Asheshwar Mandal, Ram (55533962300)","58284782700; 58284782800; 55533962300","Spatial analysis of forest cover and quality dynamics of Jalthal forest in the Jhapa district, Nepal","2023","Scandinavian Journal of Forest Research","38","3","","144","153","9","0","10.1080/02827581.2023.2210846","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159935275&doi=10.1080%2f02827581.2023.2210846&partnerID=40&md5=6f18f519c37a249fdc83b340db8ee285","Article","Final","","Scopus","2-s2.0-85159935275"
"Salleh S.A.; Latif Z.A.; Pardi F.; Mushtaha E.; Ahmad Y.","Salleh, Siti Aekbal (55232265100); Latif, Zulkiflee Abd. (39661219700); Pardi, Faezah (57477301400); Mushtaha, Emad (55323189600); Ahmad, Yarina (55747512100)","55232265100; 39661219700; 57477301400; 55323189600; 55747512100","Conceptualising the Citizen-Driven Urban Forest Framework to Improve Local Climate Condition: Geospatial Data Fusion and Numerical Simulation","2023","Concepts and Applications of Remote Sensing in Forestry","","","","337","353","16","1","10.1007/978-981-19-4200-6_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163473626&doi=10.1007%2f978-981-19-4200-6_17&partnerID=40&md5=3705835d3bcd7c0f4e87808e9c1f595e","Book chapter","Final","","Scopus","2-s2.0-85163473626"
"Bergmüller K.O.; Vanderwel M.C.","Bergmüller, Kai O. (57686609000); Vanderwel, Mark C. (12787733200)","57686609000; 12787733200","Evaluating Effects of Remotely Sensed Neighborhood Crowding and Depth-to-Water on Tree Height Growth","2023","Forests","14","2","242","","","","0","10.3390/f14020242","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149022119&doi=10.3390%2ff14020242&partnerID=40&md5=24c154b6f5390dd4df9c0daecffe0529","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85149022119"
"Kholoshyn I.V.; Syvyj M.J.; Mantulenko S.V.; Shevchenko O.L.; Sherick D.; Mantulenko K.M.","Kholoshyn, I.V. (57211132858); Syvyj, M.J. (57213161290); Mantulenko, S.V. (57204968952); Shevchenko, O.L. (58573582900); Sherick, D. (57817675800); Mantulenko, K.M. (58775502600)","57211132858; 57213161290; 57204968952; 58573582900; 57817675800; 58775502600","Assessment of military destruction in Ukraine and its consequences using remote sensing","2023","IOP Conference Series: Earth and Environmental Science","1254","1","012132","","","","8","10.1088/1755-1315/1254/1/012132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180309461&doi=10.1088%2f1755-1315%2f1254%2f1%2f012132&partnerID=40&md5=49de7fa009fe189da57a35165ee9ef05","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85180309461"
